,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor,status,stamped team
133,2-s2.0-85051136903,10.1115/1.4039784,,,Hybrid Probabilistic-Possibilistic Treatment of Uncertainty in Building Energy Models: A Case Study of Sizing Peak Cooling Loads,ar,Article,Khayatian F.,60106017;60023256,Université Paris-Saclay;Politecnico di Milano,Gif-sur-Yvette;Milan,France;Italy,5,"Khayatian, Fazel;Meshkinkiya, Maryam;Baraldi, Piero;Di Maio, Francesco;Zio, Enrico",57189211829;57192168649;7101681322;57222005936;7005289082,60023256;60023256;60023256;60023256;60023256-60106017,2018-12-01,1 December 2018,"ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part B: Mechanical Engineering",23329017,21100858472,23329025,Journal,4,4,041008,,"Optimal sizing of peak loads has proven to be an important factor affecting the overall energy consumption of heating ventilation and air-conditioning (HVAC) systems. Uncertainty quantification of peak loads enables optimal configuration of the system by opting for a suitable size factor. However, the representation of uncertainty in HVAC sizing has been limited to probabilistic analysis and scenario-based cases, which may limit and bias the results. This study provides a framework for uncertainty representation in building energy modeling, due to both random factors and imprecise knowledge. The framework is shown by a numerical case study of sizing cooling loads, in which uncertain climatic data are represented by probability distributions and human-driven activities are described by possibility distributions. Cooling loads obtained from the hybrid probabilistic-possibilistic propagation of uncertainty are compared to those obtained by pure probabilistic and pure possibilistic approaches. Results indicate that a pure possibilistic representation may not provide detailed information on the peak cooling loads, whereas a pure probabilistic approach may underestimate the effect of uncertain human behavior. The proposed hybrid representation and propagation of uncertainty in this paper can overcome these issues by proper handling of both random and limited data.",,4,0,repositoryam,Green,,undefined,,Already existed in HAL!,Not existed in the stamped team!
134,2-s2.0-85050827800,10.1016/j.ssci.2018.07.027,S0925753518306532,,Development of a methodology for systematic analysis of risk reduction by protective measures in tyre production machinery,ar,Article,Compare M.,60029873;60023256;60001873;121022615;110445767;100671467,Electricité de France;Politecnico di Milano;Kyung Hee University;I.C.E.P.I.;Pirelli Tyre S.p.a.;Aramis s.r.l.,Paris;Milan;Seoul;Piacenza;;Milan,France;Italy;South Korea;Italy;Italy;Italy,5,"Compare, M.;Zio, E.;Moroni, E.;Portinari, G.;Zanini, T.",24398421000;7005289082;57203172983;57203165519;57203166544,60023256-100671467;60023256-100671467-60029873-60001873;121022615;110445767;110445767,2018-12-01,December 2018,Safety Science,09257535,12332,18791042,Journal,110,,,13-28,"SO/TR 14121-2: 2012 considers three factors to describe the likelihood of the occurrence of an incident scenario: the frequency of exposure of persons to the hazard, the probability of occurrence of the hazardous event and the technical and human possibilities of avoiding harm. The assessment of these factors can be quite controversial, especially when it concerns the amount of risk removable by protective measures: their mapping onto the risk factors is not always clear and this can lead to non-conservative over-estimations of the risk reduction. We propose a methodological framework compliant with ISO 12100 to systemically carry out repeatable risk analyses in support to the design of industrial machinery in which protective measures can be introduced to reduce risk. The methodology first proposes a scheme for identifying the contribution of PMs to the reduction of risk in a machinery under design. Then, the methodology classifies the protective measures and builds a clear mapping between these classes and the risk factors they impact on. This helps decision makers to identify the protective measures guaranteeing that the residual risk is acceptable. The methodology is applied to a real case study concerning a curing machine for tyre vulcanization, where it has proven to be beneficial for the clarity of the analysis and its repeatability.",ISO 12100: 2010 | ISO/TR 14121-2: 2012 | Protective measures | Risk assessment | Risk reduction,9,0,repositoryvor,Green,,undefined,,Already existed in HAL!,Already existed in the stamped team!
135,2-s2.0-85042362668,10.1177/1748006X18757077,,,A Markov decision process framework for optimal operation of monitored multi-state systems,ar,Article,Compare M.,60029873;60023256;100671467,Electricité de France;Politecnico di Milano;Aramis s.r.l.,Paris;Milan;Milan,France;Italy;Italy,4,"Compare, Michele;Marelli, Paolo;Baraldi, Piero;Zio, Enrico",24398421000;57200752860;7101681322;7005289082,60023256-100671467;60023256;60023256;60023256-100671467-60029873,2018-12-01,1 December 2018,"Proceedings of the Institution of Mechanical Engineers, Part O: Journal of Risk and Reliability",1748006X,19300157022,17480078,Journal,232,6,,677-689,"We develop a decision support framework based on Markov decision processes to maximize the profit from the operation of a multi-state system. This framework enables a comprehensive management of the multi-state system, which considers the maintenance decisions together with those on the multi-state system operation setting, that is, its loading condition and configuration. The decisions are informed by a condition monitoring system, which estimates the health state of the multi-state system components. The approach is shown with reference to a mechanical system made up of components affected by fatigue.",condition-based maintenance | Markov decision process | Multi-component system | optimal maintenance policy | optimal operation policy | prognostics and health management,8,0,,,,undefined,,Already existed in HAL!,Already existed in the stamped team!
136,2-s2.0-85049311644,10.1016/j.jngse.2018.06.033,S1875510018302889,,A systematic hybrid method for real-time prediction of system conditions in natural gas pipeline networks,ar,Article,Su H.,60106017;60023256;60016087,Université Paris-Saclay;Politecnico di Milano;China University of Petroleum-Beijing,Gif-sur-Yvette;Milan;Beijing,France;Italy;China,6,"Su, Huai;Zio, Enrico;Zhang, Jinjun;Yang, Zhe;Li, Xueyi;Zhang, Zongjie",57196454267;7005289082;56036044700;57193668804;57196454226;57196462080,60016087;60023256-60106017;60016087;60023256;60016087;60016087,2018-09-01,September 2018,Journal of Natural Gas Science and Engineering,18755100,19400158619,,Journal,57,,,31-44,"The current framework of management of natural gas pipeline systems, based on off-line simulation, is facing challenges because of the increasing complexity, uncertainty and a number of time-dependent factors. To be effective, it requires comprehensive knowledge of system characteristics, accurate initial and boundary conditions. In an attempt to circumvent these problems, in this work we propose to use the deep learning method in the natural gas transmission system operation and management context. A data-driven prediction method is developed from real-time data of operation pressure and gas consumption. Specifically, the deep learning method is combined with the data window method and structural controllability theory to predict the conditions of gas pipeline network components. The data window method is applied to reconstruct the data structure and build a “memory” for the deep learning method. Structural controllability theory is applied to extract critical parameters, for reducing the problem size. The developed method allows accurate and efficient predictions, especially in abnormal conditions. For demonstration, the method is applied to a complex gas pipeline network. The results show that the developed method can provide accurate real-time predictions useful for reducing potential losses in operation, and perform efficient and effective management of the gas pipeline system. In the case study, the average prediction accuracy is higher than 0.99.",Data driven | Deep learning | Natural gas pipeline system | Real-time prediction | Structural controllability theory,32,0,repositoryvor,Green,NSFC,51134006,National Natural Science Foundation of China,Already existed in HAL!,Already existed in the stamped team!
137,2-s2.0-85048473722,10.1016/j.ress.2018.04.020,S0951832017306543,,The future of risk assessment,ar,Article,Zio E.,60106017;60023256,Université Paris-Saclay;Politecnico di Milano,Gif-sur-Yvette;Milan,France;Italy,1,"Zio, E.",7005289082,60106017-60023256,2018-09-01,September 2018,Reliability Engineering and System Safety,09518320,13853,,Journal,177,,,176-190,"Risk assessment must evolve for addressing the existing and future challenges, and considering the new systems and innovations that have already arrived in our lives and that are coming ahead. In this paper, I swing on the rapid changes and innovations that the World that we live in is experiencing, and analyze them with respect to the challenges that these pose to the field of risk assessment. Digitalization brings opportunities but with it comes also the complexity of cyber-phyiscal systems. Climate change and extreme natural events are increasingly threatening our infrastructures; terrorist and malevolent threats are posing severe concerns for the security of our systems and lives. These sources of hazard are extremely uncertain and, thus, difficult to describe and model quantitatively. Some research and development directions that are emerging are presented and discussed, also considering the ever increasing computational capabilities and data availability. These include the use of simulation for accident scenario identification and exploration, the extension of risk assessment into the framework of resilience and business continuity, the reliance on data for dynamic and condition monitoring-based risk assessment, the safety and security assessment of cyber-physical systems. The paper is not a research work and not exactly a review or a state of the art work, but rather it offers a lookout on risk assessment, open to consideration and discussion, as it cannot pretend to give an absolute point of view nor to be complete in the issues addressed (and the related literature referenced to).",Business continuity | Condition monitoring-based risk assessment | Cyber-physical systems | Dynamic risk assessment | Resilience | Risk assessment | Safety and security assessment | Simulation,244,0,repositoryvor,Green,,undefined,,Already existed in HAL!,Already existed in the stamped team!
138,2-s2.0-85046668298,10.1016/j.apm.2018.04.008,S0307904X1830180X,,Reliability assessment of multi-state phased mission system with non-repairable multi-state components,ar,Article,Li X.Y.,60106017;60023256;60005465,Université Paris-Saclay;Politecnico di Milano;University of Electronic Science and Technology of China,Gif-sur-Yvette;Milan;Chengdu,France;Italy;China,4,"Li, Xiang Yu;Huang, Hong Zhong;Li, Yan Feng;Zio, Enrico",57188756985;9744861000;57208762460;7005289082,60005465-60106017;60005465;60005465;60106017-60023256,2018-09-01,September 2018,Applied Mathematical Modelling,0307904X,28065,,Journal,61,,,181-199,"Phased mission systems (PMSs) like satellites and spacecraft perform their functions over non-overlapping mission periods, called phases. One of the challenges in assessing reliability of PMSs comes from considering the s-dependence among phases, and the consideration on the multi-state behavior of components and systems makes the reliability analysis even more difficult. To effectively address this problem, a multi-state multivalued decision diagram algorithm for PMS and a multi-state multi-valued decision diagram model for phased mission system (PMS-MMDD) method is developed for the reliability modelling of non-repairable multi-state components. Based on the Semi-Markov process, a Markov renewal equation-based method is developed to deal with non-exponential multi-state components and a numerical method, the trapezoidal integration method, is used to compute the complex integrals in the path probability evaluation. A case study of a multi-state attitude and orbit control system in a spacecraft is analyzed to illustrate the proposed PMS-MMDD model and the Markov renewal equation-based evaluation method. The accuracy and computation efficiency of the proposed method are verified by the Monte Carlo simulation method.",Attitude and Orbit Control System | Monte Carlo simulation | Multi-state multivalued decision diagram (MMDD) | Multi-state system | Phased mission system (PMS) | Reliability assessment | Semi-Markov process,75,1,repositoryvor,Green,NSFC,51775090,National Natural Science Foundation of China,Already existed in HAL!,Already existed in the stamped team!
139,2-s2.0-85062853508,10.1109/ICPHM.2018.8448688,,,KNN-FSVM for Fault Detection in High-Speed Trains,cp,Conference Paper,Liu J.,60106017;60013789,Université Paris-Saclay;Beihang University,Gif-sur-Yvette;Beijing,France;China,2,"Liu, Jie;Zio, Enrico",55588480600;7005289082,60013789;60106017,2018-08-27,27 August 2018,"2018 IEEE International Conference on Prognostics and Health Management, ICPHM 2018",,21100901426,,Conference Proceeding,,,8448688,,"Prognostics and health management can improve the reliability and safety of transportation systems. Data collected from diverse sources provide a chance and at the same time a challenge for data-driven PHM methods and models. The data often exhibit challenging characteristics like imbalanced data on normal and faulty conditions, noise and outliers, data points of different importance for the data-driven model, etc. In this paper, a k nearest neighbors-based fuzzy support vector machine is proposed for reducing the computational burden and tackling the issue of imbalance and outlier data, in fault detection. Fault detection is mathematically a classification problem. In this paper, the reverse nearest neighbors technique is adopted for detecting outliers and the k nearest neighbors technique is used to identify the borderline points for defining the classification hyperplane in support vector machines. Considering the position of each data point and the distribution of its nearest neighbors, a new method is proposed for calculating their estimation error costs. A real case study concerning fault detection in a braking system of a highspeed train is considered.",fuzzy membership calculation | fuzzy SVM | high-speed train | imbalanced data | prognostics and health management,4,0,repositoryvor,Green,,undefined,,Already existed in HAL!,Already existed in the stamped team!
140,2-s2.0-85042943940,10.1016/j.ymssp.2018.02.016,S0888327018300748,,Artificial intelligence for fault diagnosis of rotating machinery: A review,re,Review,Liu R.,60106017;60089930;60023256;60018308,Université Paris-Saclay;State Key Laboratory for Manufacturing Systems Engineering;Politecnico di Milano;Xi'an Jiaotong University,Gif-sur-Yvette;Xi'an;Milan;Xi'an,France;China;Italy;China,4,"Liu, Ruonan;Yang, Boyuan;Zio, Enrico;Chen, Xuefeng",56606533700;57072068900;7005289082;57205480544,60089930-60018308;60089930-60018308;60106017-60023256;60089930-60018308,2018-08-01,August 2018,Mechanical Systems and Signal Processing,08883270,21080,10961216,Journal,108,,,33-47,"Fault diagnosis of rotating machinery plays a significant role for the reliability and safety of modern industrial systems. As an emerging field in industrial applications and an effective solution for fault recognition, artificial intelligence (AI) techniques have been receiving increasing attention from academia and industry. However, great challenges are met by the AI methods under the different real operating conditions. This paper attempts to present a comprehensive review of AI algorithms in rotating machinery fault diagnosis, from both the views of theory background and industrial applications. A brief introduction of different AI algorithms is presented first, including the following methods: k-nearest neighbour, naive Bayes, support vector machine, artificial neural network and deep learning. Then, a broad literature survey of these AI algorithms in industrial applications is given. Finally, the advantages, limitations, practical implications of different AI algorithms, as well as some new research trends, are discussed.",Artificial intelligence | Artificial neural network | Deep learning | Fault diagnosis | k-Nearest neighbour | Naive Bayes | Rotating machinery | Support vector machine,1370,0,,,NSFC,51335006,National Natural Science Foundation of China,Already existed in HAL!,Already existed in the stamped team!
141,2-s2.0-85025479870,10.1016/j.ssci.2017.07.001,S092575351730320X,,A quantitative approach for risk assessment of a ship stuck in ice in Arctic waters,ar,Article,Fu S.,60106017;60101794;60033057;60025785;60023256;60022414;114960647,Université Paris-Saclay;Maanmittauslaitos;Gdynia Maritime University;Shanghai Maritime University;Politecnico di Milano;Wuhan University of Technology;National Engineering Research Center for Water Transport Safety,Gif-sur-Yvette;Helsinki;Gdynia;Shanghai;Milan;Wuhan;Wuhan,France;Finland;Poland;China;Italy;China;China,5,"Fu, Shanshan;Zhang, Di;Montewka, Jakub;Zio, Enrico;Yan, Xinping",9335192400;57131596000;57205016800;7005289082;57200980418,60025785-60022414-114960647;60022414-114960647;60033057-60101794;60106017-60023256;60022414-114960647,2018-08-01,August 2018,Safety Science,09257535,12332,18791042,Journal,107,,,145-154,"Arctic waters have historically been regarded as harsh environments owing to their extreme weather conditions and remoteness from land. The advantages of shorter sea routes and hydrocarbon energy exploitation have recently led to increased marine activities in such harsh environments. To ensure safe operation within the area, the potential risks of ship accidents, need to be systematically analyzed, assessed and managed along with the associated uncertainties. The treatment of epistemic uncertainty in the likelihoods of adverse events due to lack of knowledge and information should also be considered. This paper presents a Frank copula-based fuzzy event tree analysis approach to assess the risks of major ship accidents in Arctic waters, taking uncertainty into consideration. The quantitative approach includes four steps, namely, accident scenario modeling by an event tree model, probability and dependence analysis of the associated intermediate events, risk assessment with respect to the consequent outcome events. A major ship accident in Arctic waters - ships stuck in ice, is chosen as a case to interpret the modeling process of the approach proposed. Crews and ships owners can use such approach to defining risk control options that enable optimal risk mitigation. Maritime management may also benefit from better risk assessment.",Accident scenario analysis | Arctic waters | Frank copula | Fuzzy-event tree analysis | Ship accidents | Ship stuck in ice,59,1,repositoryam,Green,H2020,730888,Horizon 2020 Framework Programme,Already existed in HAL!,Already existed in the stamped team!
142,2-s2.0-85046172210,10.1016/j.apenergy.2018.04.009,S0306261918305518,,An integrated framework for operational flexibility assessment in multi-period power system planning with renewable energy production,ar,Article,Abdin A.F.,60106017;60029873;60023256,Université Paris-Saclay;Electricité de France;Politecnico di Milano,Gif-sur-Yvette;Paris;Milan,France;France;Italy,2,"Abdin, Adam F.;Zio, Enrico",57224782100;7005289082,60106017-60029873;60106017-60029873-60023256,2018-07-15,15 July 2018,Applied Energy,03062619,28801,,Journal,222,,,898-914,"This paper proposes an integrated framework for operational flexibility assessment in power system planning with a significant share of intermittent renewable energy sources (RES). The framework proposed includes: (i) the formulation of an integrated generation expansion planning (GEP) and unit commitment (UC) model accounting for key short-term technical constraints, (ii) the elaboration of accurate and systematic horizon reduction methods to alleviate the computational burden of the resulting large-sized optimization problems and (iii) the definition of suitable metrics for the operational flexibility assessment of the obtained plans. The framework is applied to a ten year planning horizon of a realistically sized case study representing the national power system of France, under several scenarios of RES penetration levels and carbon limits, spanning levels of up to 50%. The importance of incorporating the detailed short-term constraints within long-term planning models is shown. The results of the assessment show that, under high renewable energy penetration, neglecting the short-term constraints may lead to plans significantly short on flexibility, reaching shortage levels of up to 50% in frequency and several GWs in magnitude. Also, the load not served reaches levels of up to 3% and carbon emission is underestimated by up to 60%. Furthermore, the results highlight the importance of relying on suitable quantitative metrics for operational flexibility assessment in power systems planning rather than solely relying on generic performance measures, such as system costs and mixes of power plants, which are shown not to sufficiently reflect the flexibility levels of the obtained plans.",Flexibility metrics | Generation expansion planning | Operational flexibility | Optimization | Renewable energy penetration | Unit commitment,62,0,repositoryvor,Green,,undefined,,Already existed in HAL!,Already existed in the stamped team!
143,2-s2.0-85042371233,10.1016/j.eswa.2018.02.017,S0957417418300952,,A scalable fuzzy support vector machine for fault detection in transportation systems,ar,Article,Liu J.,60106017;60023256;60013789,Université Paris-Saclay;Politecnico di Milano;Beihang University,Gif-sur-Yvette;Milan;Beijing,France;Italy;China,2,"Liu, Jie;Zio, Enrico",55588480600;7005289082,60013789;60106017-60023256-60013789,2018-07-15,15 July 2018,Expert Systems with Applications,09574174,24201,,Journal,102,,,36-43,"Prognostics and health management can improve the reliability and safety of transportation systems. Data collected from diverse sources provide a chance and at the same time a challenge for data-driven PHM methods and models. The data often exhibit challenging characteristics like imbalanced data on normal and faulty conditions, noise and outliers, data points of different importance for the data-driven model, etc. In this paper, a k nearest neighbors-based fuzzy support vector machine is proposed for reducing the computational burden and tackling the issue of imbalance and outlier data, in fault detection. Fault detection is mathematically a classification problem. In this paper, the reverse nearest neighbors technique is adopted for detecting outliers and the k nearest neighbors technique is used to identify the borderline points for defining the classification hyperplane in support vector machines. Considering the position of each data point and the distribution of its nearest neighbors, a new method is proposed for calculating their estimation error costs. The proposed method is verified by comparison with several benchmark methods on five public datasets. Then, a real case study concerning fault detection in a braking system of a high-speed train is considered.",Fuzzy membership calculation | Fuzzy SVM | High-speed train | Imbalanced data | Prognostics and health management,42,0,repositoryam,Green,,undefined,,Already existed in HAL!,Already existed in the stamped team!
144,2-s2.0-85044102983,10.1016/j.ress.2018.03.011,S0951832016310353,,Electrical and topological drivers of the cascading failure dynamics in power transmission networks,ar,Article,Azzolin A.,60106017;60023256;60005286,Université Paris-Saclay;Politecnico di Milano;Rice University,Gif-sur-Yvette;Milan;Houston,France;Italy;United States,4,"Azzolin, Alberto;Dueñas-Osorio, Leonardo;Cadini, Francesco;Zio, Enrico",57133073600;7801514251;8268636400;7005289082,60023256;60005286;60023256;60023256-60106017,2018-07-01,July 2018,Reliability Engineering and System Safety,09518320,13853,,Journal,175,,,196-206,"To systematically study key factors affecting cascading failures in power systems, this paper advances algorithms for generating synthetic power grids with realistic topological and electrical features, while computationally quantifying how such factors influence system performance probabilistically. Key parameters affecting line outages and power losses during cascading failures include line redundancy, load/generator layout and re-dispatch strategies. Our study combines a synthetic power grid generator with a direct current (DC) cascading failure simulator. The impact of each of the factors and their interactions unravel useful insights for interventions aimed at reducing the probabilities of large blackouts on existing and future power systems. Moreover, conclusions drawn from a spectrum of different power grid topologies and electrical configurations offer more generality than typically attained when studying specific test cases. Line redundancy and distributed generation appear as the most efficacious parameters for reducing the probabilities of large power losses and multiple line overloads, although the effect decays with network density. Also, re-dispatch strategies are critical on the distribution of the cascading failure size in terms of line failures. These and related results provide the basis for probabilistic analyses and future design of evolving power transmission systems under uncertainty.",Cascading failures | DC power flow | Power grids | Probabilistic performance metrics | Sensitivity analysis | Vulnerability assessment,60,1,repositoryam,Green,NSF,CMMI-1436844,National Science Foundation,Already existed in HAL!,Already existed in the stamped team!
145,2-s2.0-85043517174,10.1016/j.ress.2018.03.005,S0951832017308621,,A Monte Carlo-based exploration framework for identifying components vulnerable to cyber threats in nuclear power plants,ar,Article,Wang W.,60106017;60023256,Université Paris-Saclay;Politecnico di Milano,Gif-sur-Yvette;Milan,France;Italy,5,"Wang, Wei;Cammi, Antonio;Di Maio, Francesco;Lorenzi, Stefano;Zio, Enrico",57189238006;8290404800;57222005936;55480869500;7005289082,60023256;60023256;60023256;60023256;60023256-60106017,2018-07-01,July 2018,Reliability Engineering and System Safety,09518320,13853,,Journal,175,,,24-37,"With the extensive use of digital Instrumentation and Control (I&C) systems, Nuclear Power Plants (NPPs) are becoming Cyber-Physical Systems (CPSs). Their integrity can, then, be compromised also by security breaches (such as cyber attacks). Multiple failure modes (such as bias, drift and freezing) can occur, both due to random failures or induced by malicious external attacks. In this paper, we illustrate an exploration approach that, based on safety margins estimation, allows identifying the most vulnerable components to malicious external attacks. For demonstration, we apply the approach to the Advanced Lead-cooled Fast Reactor European Demonstrator (ALFRED). Its object-oriented model is embedded within a Monte Carlo (MC)-driven engine that injects different types of cyber attacks at random times and magnitudes. Safety margins are, then, calculated and used for identifying the most vulnerable CPS components. This allows selecting protections to make ALFRED resilient towards maliciously induced failures.",Advanced Lead-cooled Fast Reactor European Demonstrator (ALFRED) | Cyber threats | Cyber-Physical System | Nuclear Power Plant | Safety margins,42,0,repositoryam,Green,,undefined,,Already existed in HAL!,Already existed in the stamped team!
146,2-s2.0-85074268853,,,,"Dynamic accident scenario generation, modeling and post-processing for the integrated deterministic and probabilistic safety analysis of nuclear power plants",ch,Book Chapter,Di Maio F.,60106017;60023256,Université Paris-Saclay;Politecnico di Milano,Gif-sur-Yvette;Milan,France;Italy,2,"Di Maio, Francesco;Zio, Enrico",57222005936;7005289082,60023256;60106017,2018-06-01,1 June 2018,Advanced Concepts in Nuclear Energy Risk Assessment and Management,,21100963983,,Book,,,,477-504,"Integrated Deterministic and Probabilistic Safety Analysis (IDPSA) aims at analyzing, mainly by simulation, the evolution of accident scenarios in complex dynamic systems, accounting for the mutual interactions between failure and recovery of system components, the evolving physical processes, the control and operator actions, the software and the firmware. The analysis can be seen as composed of three successive steps, namely scenario generation, modeling and post-processing. Generation involves simulating an as complete and realistic as possible set of accident scenarios; modeling involves representing in a structured way the simulated scenarios; post-processing involves extracting from the simulated scenarios information relevant for the safety assessment of the system, in particular, untangling the safe scenarios from the prime implicants (PIs) (minimum combinations of failure events that are capable of leading the system into a fault state) and the near misses (NMs) (combinations of failure events that lead the system to a quasi-fault state, a condition close to accident). The three steps of the process of IDPSA are exemplified by the analysis of accident scenarios for a U-tube steam generator (UTSG) of a nuclear power plant (NPP). With reference to this case study, efficient methods for scenarios generation (specifically, Monte Carlo (MC) sampling and multi valued logic (MVL)), modeling (specifically, dynamic event tree (DET) and repairable DET (RDET)) and post-processing (specifically, evolutionary algorithms (EA) and clustering methods) are overviewed.",,1,0,,,,undefined,,Already existed in HAL!,Already existed in the stamped team!
147,2-s2.0-85042518775,10.1016/j.anucene.2018.02.038,S0306454918300926,,A data mining framework within the Chinese NPPs operating experience feedback system for identifying intrinsic correlations among human factors,ar,Article,Zou Y.,60106017;60088268;60088178;60023256;106704901,Université Paris-Saclay;University of South China;Hunan Institute of Technology;Politecnico di Milano;MEP,Gif-sur-Yvette;Hengyang;Hengyang;Milan;Beijing,France;China;China;Italy;China,6,"Zou, Yanhua;Xiao, Zhi;Zhang, Li;Zio, Enrico;Liu, Jianqiao;Jia, Huiqiao",36913095600;57200828126;55709129800;7005289082;57211672054;57761628300,60088178;106704901;60088178-60088268;60023256-60106017;60088268;60088178,2018-06-01,June 2018,Annals of Nuclear Energy,03064549,29363,18732100,Journal,116,,,163-170,"With the continuous increase in the number of operating nuclear power plants (NPPs) in China, the amount of operating experience feedback (OEF) increases significantly. On the other hand, the safe operation of NPPs has become an urgent problem that the National Nuclear Safety Administration (NNSA) must solve. To this end, NNSA established a nationalwide OEF system to improve the safety level of NPPs and strengthen the exchange of operating experience. Analyzing the human factors events (HFEs) is an important part of OEF and it is significant to improve human performance and prevent human error. Data mining has been recognized as an effective way to analyze data. With the continuous increase in operating event reports, data mining related to nuclear safety becomes a new domain of study. In this paper, we propose a data mining framework in support of the OEF system. The framework combines three statistical approaches (i.e., correlation analysis, cluster analysis and association rule mining) for identifying intrinsic correlations among human factors: correlation analysis measures the strength of linear relationship between human factors; cluster analysis classifies human factors into relevant groups; association rule mining identifies associations and causalities among human factors. For illustration, we apply the proposed framework to 162 human factors events (screened out from 313 events collected from the OEF system), and the results reflect the feasibility and effectiveness of the framework in identifying the intrinsic correlations among human factors. Besides, further suggestions for improving human performance and preventing human errors in NPPs are also discussed.",Association rule mining | Cluster analysis | Correlation analysis | Data mining | Human factors | Intrinsic correlation,11,0,,,CSC,51674145,Commonwealth Scholarship Commission,Already existed in HAL!,Already existed in the stamped team!
148,2-s2.0-85041413316,10.1016/j.ress.2018.01.008,S095183201830036X,,A comparison between Monte Carlo simulation and finite-volume scheme for reliability assessment of multi-state physics systems,ar,Article,Lin Y.H.,60106088;60025278;60023256;60013789,CentraleSupélec;Tsinghua University;Politecnico di Milano;Beihang University,Gif-sur-Yvette;Beijing;Milan;Beijing,France;China;Italy;China,3,"Lin, Yan Hui;Li, Yan Fu;Zio, Enrico",55576150700;56609542700;7005289082,60013789;60025278;60106088-60023256,2018-06-01,June 2018,Reliability Engineering and System Safety,09518320,13853,,Journal,174,,,1-11,"Multi-state physics systems (MSPS) modeling framework incorporates multi-state models that describes the systems degradation/maintenance process through transitions among discrete states, and physics-based models that describe the degradation process within the states by using physics knowledge and equations. In previous works, piecewise-deterministic Markov process (PDMP) has been adopted to treat the system dynamics and the degradation dependence in MSPS. For reliability assessment, Monte Carlo simulation and finite-volume method are two widely used numerical approaches to solve PDMP. In the present work, a comparative study considering different evaluation criteria of the two approaches is conducted on two representative case studies. We provide clear guidelines for the selection of the two approaches.",Dependent degradation processes | Finite-volume scheme | Monte Carlo simulation method | Multi-state model | Physics-based model | Piecewise-deterministic Markov process,25,0,repositoryam,Green,NSFC,71731008,National Natural Science Foundation of China,Already existed in HAL!,Already existed in the stamped team!
149,2-s2.0-85040599059,10.1109/TR.2017.2778804,,,Dynamic Risk Assessment Based on Statistical Failure Data and Condition-Monitoring Degradation Data,ar,Article,Zeng Z.,60106017;60023256,Université Paris-Saclay;Politecnico di Milano,Gif-sur-Yvette;Milan,France;Italy,2,"Zeng, Zhiguo;Zio, Enrico",55348807500;7005289082,60106017;60106017-60023256,2018-06-01,June 2018,IEEE Transactions on Reliability,00189529,17387,,Journal,67,2,,609-622,"Traditional quantitative risk assessment methods (e.g., event tree analysis) are static in nature, i.e., the risk indexes are assessed before operation, which prevents capturing time-dependent variations as the components and systems operate, age, fail, are repaired and changed. To address this issue, we develop a dynamic risk assessment (DRA) method that allows online estimation of risk indexes using data collected during operation. Two types of data are considered: statistical failure data, which refer to the counts of accidents or near misses from similar systems and condition-monitoring data, which come from online monitoring the degradation of the target system of interest. For this, a hierarchical Bayesian model is developed to compute the reliability of the safety barriers and a Bayesian updating algorithm, which integrates particle filtering (PF) with Markov Chain Monte Carlo, is developed to update the reliability evaluations based on both the statistical and condition-monitoring data. The updated safety barriers reliabilities, are, then, used in an event tree (ET) for consequence analysis and the risk indexes are updated accordingly. A case study on a high-flow safety system is conducted to demonstrate the developed methods. A comparison to the DRA method which only uses statistical failure data shows that by introducing condition-monitoring data on the system degradation process, it is possible to capture the system-specific characteristics, and, therefore, provide a more complete and accurate description of the risk of the target system.",Condition-monitoring | dynamic risk assessment (DRA) | event tree (ET) analysis | hierarchical Bayesian model | Markov Chain Monte Carlo (MCMC) | particle filtering (PF),59,0,repositoryam,Green,,undefined,,Already existed in HAL!,Already existed in the stamped team!
