eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-75149140500,10.1016/j.ejor.2009.11.025,S0377221709008984,,From differential to difference importance measures for Markov reliability models,ar,Article,Do Van P.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Do Van, Phuc;Barros, Anne;Bérenguer, Christophe",24066552000;7102745133;6701327188,60023736;60023736;60023736,2010-08-01,1 August 2010,European Journal of Operational Research,03772217,22489,,Journal,204,3,,513-521,"This paper presents the development of the differential importance measures (DIM), proposed recently for the use in risk-informed decision-making, in the context of Markov reliability models. The proposed DIM are essentially based on directional derivatives. They can be used to quantify the relative contribution of a component (or a group of components, a state or a group of states) of the system on the total variation of system performance provoked by the changes in system parameters values. The estimation of DIM at steady state using only a single sample path of a Markov process is also investigated. A numerical example of a dynamic system is finally introduced to illustrate the use of DIM, as well as the advantages of proposed evaluation approaches. © 2009 Elsevier B.V. All rights reserved.",Differential importance measures | Markov process | Reliability | Sensitivity analysis,41,0,repositoryam,Green,,undefined,
2-s2.0-77952787654,10.1109/RAMS.2010.5447972,,,Probability of failure of safety-critical systems subject to partial tests,cp,Conference Paper,Brissaud F.,60030342;60023736,INERIS Institut National de l'Environnement Industriel et des Risques;Université de Technologie de Troyes,Verneuil-en-Halatte;Troyes,France;France,3,"Brissaud, Florent;Barros, Anne;Bérenguer, Christophe",30067475300;7102745133;6701327188,60030342;60023736;60023736,2010-06-01,2010,Proceedings - Annual Reliability and Maintainability Symposium,0149144X,19126,,Conference Proceeding,,,5447972,,"A set of general formulas is proposed for the probability of failure on demand (PFD) assessment of MooN architecture (i.e. k-out-of-n) systems subject to proof tests. The proof tests can be partial or full. The partial tests (e.g. visual inspections, partial stroke testing) are able to detect only some system failures and leave the others latent, whereas the full tests refer to overhauls which restore the system to an as good as new condition. Partial tests may occur at different time instants (periodic or not), up to the full test. The system performances which are investigated are the system availability according to time, the PFD average in each partial test time interval, and the total PFD average calculated on the full test time interval. Following the given expressions, parameter estimations are proposed to assess the system failure rates and the partial test effectiveness according to feedback data from previous test policies. Subsequently, an optimization of the partial test strategy is presented. In the 2oo6 system given as example, an improvement of about 10% of the total PFD average has been obtained, just by a better (non-periodic) distribution of the same number of partial tests, in the full test time interval. ©2010 IEEE.",Full tests | Partial tests | Probability of failure on demand | Proof tests | Safety instrumented systems,10,0,repositoryam,Green,,undefined,
2-s2.0-75949102643,10.1016/j.jlp.2009.07.013,S0950423009001181,,Failure rate evaluation with influencing factors,ar,Article,Brissaud F.,60030342;60023736,INERIS Institut National de l'Environnement Industriel et des Risques;Université de Technologie de Troyes,Verneuil-en-Halatte;Troyes,France;France,5,"Brissaud, Florent;Charpentier, Dominique;Fouladirad, Mitra;Barros, Anne;Bérenguer, Christophe",30067475300;35519529300;24278533800;7102745133;6701327188,60030342-60023736;60030342;60023736;60023736;60023736,2010-03-01,March 2010,Journal of Loss Prevention in the Process Industries,09504230,13559,,Journal,23,2,,187-193,"A new methodology for failure rate evaluation with influencing factors is proposed. A quantitative part allows integrating potential available data from feedback. Then, a qualitative analysis deals with influencing factors such as design, environment, and use to provide more coherent and argued results. The main idea is to use some criteria to fix the failure rate within a prior interval, according to the influencing factor states. To this end, the system is broken up into main component groups. When a component group is susceptible to an influencing factor, its baseline failure rate is multiplied by the relevant influencing coefficient. A seven-step methodology is presented to define the model, identify and rate the influencing factors, set indicator functions taking the uncertainties into account, and calculate the influencing coefficients. The proposed methodology is global enough to be usable for a large number of safety instrumented systems and influencing factors. For example, an application regarding safety pressure relief valves is given. The prospect is for more efficient risk management by acting both on systems and influencing factors. © 2009 Elsevier Ltd. All rights reserved.",Failure rate | Influencing factors | Safety instrumented system | SIS,31,0,,,,undefined,
2-s2.0-77952748516,10.1109/RAMS.2010.5447963,,,Value of condition monitoring information for maintenance decision-making,cp,Conference Paper,Huynh T.,60023736;60017838,Université de Technologie de Troyes;Universidad de Extremadura,Troyes;Badajoz,France;Spain,4,"Huynh, Tuan K.;Barros, Anne;Bérenguer, Christophe;Castro, Inmaculada T.",36082756400;7102745133;6701327188;7102400806,60023736;60023736;60023736;60017838,2010-01-01,2010,Proceedings - Annual Reliability and Maintainability Symposium,0149144X,19126,,Conference Proceeding,,,5447963,,"This paper provides a methodology to assess the value of condition monitoring for the maintenance decision-making on a deteriorating single-unit system. A general deterioration/failure model is first proposed for a system subject to competing failure modes due to wear and traumatic ""shock"" events. Based on this model, the mathematical cost models for two maintenance policies (i.e. block replacement and periodic inspection replacement) are developed. Finally, the value of the condition monitoring information obtained through the inspections is investigated by comparing on numerical examples of the optimal expected costs of both proposed policies. This work shows how the analysis of the maintenance costs savings using the maintenance cost models developed in this work can be used to justify or not the choice to implement an inspection/replacement policy based on condition monitoring information and to invest in condition monitoring devices. It is indeed useful to follow closely the actual evolution of deterioration path to adapt the maintenance decisions to the true state of the system to improve the maintenance policy performance and decrease its costs. ©2010 IEEE.",Block replacement | Condition monitoring | Gamma process | Periodic inspection/replacement | Poisson shock process,9,0,repositoryam,Green,,undefined,
2-s2.0-79952347232,,,,On combination of Safety Integrity Levels (SILs) according to IEC61508 merging rules,cp,Conference Paper,Langeron Y.,60023736,Université de Technologie de Troyes,Troyes,France,4,"Langeron, Yves;Barros, Anne;Grail, Antoine;Bérenguer, Christophe",16028968700;7102745133;6701840942;6701327188,60023736;60023736;60023736;60023736,2009-12-01,2009,"Safety, Reliability and Risk Analysis: Theory, Methods and Applications - Proceedings of the Joint ESREL and SRA-Europe Conference",,21100496032,,Conference Proceeding,4,,,3125-3133,"Part 2 of IEC61508 standard proposes a set of two merging rules (series & parallel rules) to easily determine in a empirical way the achievable Safety Integrity Level (SIL) of a Safety Instrumented System (SIS) when it is composed of various subsystems. The present paper investigates its robustness considering the general case of a SIS composed of subsystems and submitted to a staggered tests policy. The suggested framework is a multiphase Markovian approach which allows to take into account this kind of maintenance and to generalize the expression of the Probability of Failure on Demand (PFD) used to get the SIL value. According to this standard, a SIL value represents a bounded interval for PFD. Two Markov models are suggested. The first one stands for a SIS composed of two elementary channels in series and parallel structures. The second one stands for a study case given in the standard to highlight the easy use of this merging method. Starting from these models, simulations are achieved with several inspection scenarios and SIL values for subsystems in order to compare the obtained SIL results of the whole system with ones of the standard. ©2009 Taylor & Francis Group.",,0,0,,,,undefined,
2-s2.0-79952341935,,,,Safety instrumented system reliability evaluation with influencing factors,cp,Conference Paper,Brissaud F.,60030342;60023736,INERIS Institut National de l'Environnement Industriel et des Risques;Université de Technologie de Troyes,Verneuil-en-Halatte;Troyes,France;France,5,"Brissaud, F.;Charpentier, D.;Fouladirad, M.;Barros, A.;Berenguer, C.",30067475300;35519529300;24278533800;7102745133;6701327188,60030342;60030342;60023736;60023736;60023736,2009-12-01,2009,"Safety, Reliability and Risk Analysis: Theory, Methods and Applications - Proceedings of the Joint ESREL and SRA-Europe Conference",,21100496032,,Conference Proceeding,3,,,2003-2011,"The relevance of reliability evaluation strongly depends on the quality of input data as failure rates. Reliability data handbooks give generic values which do not often fit system specificities. This paper deals with influencing factors in order to take into account some aspects as design, environment and use in reliability evaluations. Once a definition and a classification are proposed, a brief review of existing models is presented. This paper also introduces a new failure rate evaluation with influencing factors especially developed for safety instrumented systems. The seven-step methodology combines both qualitative and quantitative analyses to compensate for a potential lack of feedback knowledge. Some criteria are used to set a failure rate within a prior interval, according to system conditions. An application regarding safety pressure relief valves is included. The expected better argued and accurate results aim at leading to a more efficient risk management. © 2009 Taylor & Francis Group.",,3,0,,,,undefined,
2-s2.0-78649260636,,,,Reliability study of an intelligent transmitter,cp,Conference Paper,Brissaud F.,60030342;60023736,INERIS Institut National de l'Environnement Industriel et des Risques;Université de Technologie de Troyes,Verneuil-en-Halatte;Troyes,France;France,4,"Brissaud, Florent;Barros, Anne;Bérenguer, Christophe;Charpentier, Dominique",30067475300;7102745133;6701327188;35519529300,60030342-60023736;60023736;60023736;60030342,2009-12-01,2009,Proceedings - 15th ISSAT International Conference on Reliability and Quality in Design,,21100265319,,Conference Proceeding,,,,224-233,"An intelligent transmitter reliability study has to deal with several issues: various interactions between both material elements and functions; behaviors of components as programmable units and software which are difficult to predict when faults or failures occur, as well as the consequences on functions processing. A 3-step model is therefore proposed to include both functional and material aspects, using Goal Tree-Success Tree (GTST), and setting faults and failures as a third full part. Then, Master Logic Diagrams (MLD) aim to represent several types of relationships between faults or failures, material elements, and functions. Probabilities are used for MLD components to take the indeterminate relationships into account. Quantitative assessments are then performed, using an infrared gas transmitter as an example: total relationships between any fault or failure and any function, probabilities of malfunction and failure modes. Moreover, uncertainty analyses show that even if input relationship data are uncertain, precise results can be obtained. These properties make the proposed model especially suitable for evaluating the reliability of intelligent transmitters. Finally, some design issues are discussed, taking advantage of the proposed model.",Intelligent Transmitter | Relationship Analysis | Reliability | Uncertainty Analysis,12,0,,,,undefined,
2-s2.0-61649119195,10.1016/j.nucengdes.2008.12.013,S0029549308006286,,Estimation of common cause failure parameters with periodic tests,ar,Article,Barros A.,60029873;60023736,Electricité de France;Université de Technologie de Troyes,Paris;Troyes,France;France,3,"Barros, Anne;Grall, Antoine;Vasseur, Dominique",7102745133;6701840942;55919360700,60023736;60023736;60029873,2009-04-01,April 2009,Nuclear Engineering and Design,00295493,17882,,Journal,239,4,,761-768,"In the specific case of safety systems, CCF parameters estimators for standby components depend on the periodic test schemes. Classically, the testing schemes are either staggered (alternation of tests on redundant components) or non-staggered (all components are tested at the same time). In reality, periodic tests schemes performed on safety components are more complex and combine staggered tests, when the plant is in operation, to non-staggered tests during maintenance and refueling outage periods of the installation. Moreover, the CCF parameters estimators described in the US literature are derived in a consistent way with US Technical Specifications constraints that do not apply on the French Nuclear Power Plants for staggered tests on standby components. Given these issues, the evaluation of CCF parameters from the operating feedback data available within EDF implies the development of methodologies that integrate the testing schemes specificities. This paper aims to formally propose a solution for the estimation of CCF parameters given two distinct difficulties respectively related to a mixed testing scheme and to the consistency with EDF's specific practices inducing systematic non-simultaneity of the observed failures in a staggered testing scheme. © 2009 Elsevier B.V. All rights reserved.",,23,0,,,,undefined,
2-s2.0-79955522011,10.3182/20090603-3-RU-2001.0129,S1474667016338083,,Dependability issues for intelligent transmitters and reliability pattern proposal,cp,Conference Paper,Brissaud F.,60030342;60023736,INERIS Institut National de l'Environnement Industriel et des Risques;Université de Technologie de Troyes,Verneuil-en-Halatte;Troyes,France;France,4,"Brissaud, Florent;Barros, Anne;Bérenguer, Christophe;Charpentier, Dominique",30067475300;7102745133;6701327188;35519529300,60030342-60023736;60023736;60023736;60030342,2009-01-01,2009,IFAC Proceedings Volumes (IFAC-PapersOnline),14746670,21100456158,,Conference Proceeding,13,PART 1,,298-303,"New technologies make way for ""intelligent"" transmitters by integrating new functionalities: error measurement corrections, self-adjustment, self-diagnosis for measurement and transmitter status, online reconfiguration, and digital bidirectional communication. Industrialists are taking advantage of more accurate measurements, cost reductions and facilities. For industrial risk prevention, new dependability issues are arising. Functionalities such as self-diagnosis and digital communication seem to be in favour of control systems availability. On the other hand, the high amount of electronics and programmable units implies new failure causes and modes which are usually not well known. In this paper, dependability issues for intelligent transmitters are discussed and a reliability model is proposed. By using a Goal Tree - Success Tree (GTST) technique, both functional and material aspects of an intelligent transmitter pattern are included. Material-material, material-function, and function-function relationships are then demonstrated in Master Logic Diagrams (MLD). These results are proposed as support for further case studies. For example, the impact of any material failure on any function, and the reliability of the main functions, can be assessed using this kind of model. Other dependability tools can take advantage of this reliability pattern, for example when the behavioural aspects of complex systems are undetermined. © 2009 IFAC.",Availability | Dependability | Intelligent instrumentation | Maintenability | Reliability | Safety,3,0,repositoryam,Green,,undefined,
2-s2.0-84876496041,,,,New results on the differential importance measures of Markovian systems,cp,Conference Paper,Do Van P.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Do Van, Phuc;Barros, Anne;Berenguer, Christophe",24066552000;7102745133;6701327188,60023736;60023736;60023736,2008-12-01,2008,"9th International Conference on Probabilistic Safety Assessment and Management 2008, PSAM 2008",,21100238404,,Conference Proceeding,3,,,2439-2447,"This paper presents the development of the differential importance measures (DIM), proposed recently for the use in risk-informed decision-marking, in the context of dynamic systems including inter-component, functional dependencies, or more generally, systems described by Markov models at steady state. Several new evaluation formulas of the existing DIMs are provided. The study also proposes an extension one that provides better results than those obtained from these existing measures, and a new calculation formula of the total variation of the system availability provoked by the simultaneous changes of system parameters. A numerical example is introduced to compare the extension proposed and these existing measures. The suggestions for the future research in this area are also presented.",Differential importance measure | Importance measure | Markov process | Parametric sensitivity analysis,1,0,,,,undefined,
2-s2.0-84876491190,,,,Common cause failure estimation with no CCF observation,cp,Conference Paper,Dieulle L.,60029873;60023736,Electricité de France;Université de Technologie de Troyes,Paris;Troyes,France;France,8,"Dieulle, Laurence;Fouladirad, Mitra;Barros, Anne;Bérenguer, Christophe;Grall, Antoine;Vasseur, Dominique;Bonnevialle, Anne Marie;Dewailly, Jean",6603246138;24278533800;7102745133;6701327188;6701840942;55919360700;48361030200;55610356500,60023736;60023736;60023736;60023736;60023736;60029873;60029873;60029873,2008-12-01,2008,"9th International Conference on Probabilistic Safety Assessment and Management 2008, PSAM 2008",,21100238404,,Conference Proceeding,3,,,2009-2016,Modeling and quantification method for estimating the frequency of common cause failure (CCF) events have been studied in the context of probabilistic safety assessment (PSA). The estimation methods classically used are based on information about each type of common-cause failures. The main aim of this paper is to study alternative solutions when no failure event is observed. A case study using Bayesian framework is presented in order to illustrate which type of results could be obtained for the particular MGL CCF model.,CCF events | Estimation | PSA | Zero failure,2,0,,,,undefined,
2-s2.0-44349101059,10.1016/j.ress.2008.02.020,S0951832008000422,,Reliability importance analysis of Markovian systems at steady state using perturbation analysis,ar,Article,Do Van P.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Do Van, Phuc;Barros, Anne;Bérenguer, Christophe",24066552000;7102745133;6701327188,60023736;60023736;60023736,2008-11-01,November 2008,Reliability Engineering and System Safety,09518320,13853,,Journal,93,11,,1605-1615,"Sensitivity analysis has been primarily defined for static systems, i.e. systems described by combinatorial reliability models (fault or event trees). Several structural and probabilistic measures have been proposed to assess the components importance. For dynamic systems including inter-component and functional dependencies (cold spare, shared load, shared resources, etc.), and described by Markov models or, more generally, by discrete events dynamic systems models, the problem of sensitivity analysis remains widely open. In this paper, the perturbation method is used to estimate an importance factor, called multi-directional sensitivity measure, in the framework of Markovian systems. Some numerical examples are introduced to show why this method offers a promising tool for steady-state sensitivity analysis of Markov processes in reliability studies. © 2008 Elsevier Ltd. All rights reserved.",Dynamic system | Importance measure | Markov process | Perturbation analysis | Sensitivity analysis,55,0,repositoryam,Green,,undefined,
2-s2.0-84993811945,10.1243/1748006XJRR146,,,Importance measure on finite time horizon and application to Markovian multistate production systems,ar,Article,Do Van P.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Do Van, P.;Barros, A.;Berenguer, C.",24066552000;7102745133;6701327188,60023736;60023736;60023736,2008-09-01,1 September 2008,"Proceedings of the Institution of Mechanical Engineers, Part O: Journal of Risk and Reliability",1748006X,19300157022,17480078,Journal,222,3,,449-461,"The sensitivity analysis or the reliability importance analysis of complex industrial systems aims to identify, in a multiunit structure, which components contribute the most to a variation of the performance criterion. In this paper an importance measure, called the multidirectional sensitivity measure, is considered; it is defined as the derivative of the performance in the direction of one parameter in the direction of a group of parameters (failure and repair rates of components, for example), or in any direction of the transition rates of a Markovian system. It is really a directional derivative in the direction of a vector in the appropriate space. There is a homotopy on the matrices that acts on the parameter space. This contrasts with the approach through components, and is less dependent on the structure or interaction of components than classical Birnbaum importance factors. This importance measure proposed for sensitivity analysis of steady state reliability is developed herein for the transient state. It is also extended and applied to the study of the production capacity of multistate production systems such as manufacturing, production lines, and power generation, which exhibit performances that can settle on different levels depending on the operative conditions of the constitutive components. A simple numerical example is introduced to show why this measure provides an efficient tool to investigate not only the importance of a given component, but also the importance of a class of components, the importance of the maintenance and, more generally, the effect of the simultaneous change of several design parameters. © 2008, Institution of Mechanical Engineers. All rights reserved.",importance measure | Markov process | multistate system | production system | reliability | sensitivity analysis,11,0,repositoryam,Green,,undefined,
2-s2.0-44149104902,10.1016/j.jlp.2008.02.003,S0950423008000120,,Combination of safety integrity levels (SILs): A study of IEC61508 merging rules,ar,Article,Langeron Y.,60023736,Université de Technologie de Troyes,Troyes,France,4,"Langeron, Yves;Barros, Anne;Grall, Antoine;Bérenguer, Christophe",16028968700;7102745133;6701840942;6701327188,60023736;60023736;60023736;60023736,2008-07-01,July 2008,Journal of Loss Prevention in the Process Industries,09504230,13559,,Journal,21,4,,437-449,"The role of a safety system is to provide a safety-related function in order to monitor and maintain the safety of any equipment under its control. The safety analysis of such systems is of prime importance to avoid catastrophic consequences or even the loss of human life. In general, the various hazards that any equipment may encounter are considered without any safety functions. Later on, each hazard is studied using methods such as the risk matrix to quantify the associated risk. These methods determine which safety integrity level (SIL) needs to be implemented in order to reduce this risk to a tolerable one. Once this safety target is evaluated, an architecture is chosen during the design phase of the safety system. The standard IEC61508 states the requirements for safety systems to verify if the implemented functions reach these targets. For instance, Part 2 suggests a non-prescriptive method to merge different safety subsystems in order to achieve one with a higher SIL than those supplied by these subsystems. During the design of a SIS, the SIL selection is a very critical phase because often this system is the last line of protection against hazardous events. Even if this method is just informative, using it as a guide to follow may be an easy shortcut to label products with a dedicated safety degree. This merging method seems not to be based on an analytical method and for this reason the present paper investigates its robustness by starting from a multiphase Markovian approach. It consists in dividing the study window time of a system in phases in which a Markovian modelling is available. This method is then applied to two tudy cases given in the standard to illustrate the use of this merging method. © 2008 Elsevier Ltd. All rights reserved.",IEC61508 | Multiphase Markovian modelling | Probability of failure on demand (PFD) | Safety integrity level (SIL),58,0,,,,undefined,
2-s2.0-56149098708,,,,Importance measure on finite time horizon and application to Markovian multi-state production systems,cp,Conference Paper,Do Van P.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Do Van, P.;Barros, A.;Bérenguer, C.",24066552000;7102745133;6701327188,60023736;60023736;60023736,2007-12-01,2007,"Proceedings of the European Safety and Reliability Conference 2007, ESREL 2007 - Risk, Reliability and Societal Safety",,12700154723,,Conference Proceeding,1,,,229-237,"The sensitivity analysis of complex industrial systems aims at identifying, in a multi-unit structure, which components contribute the most to a variation of the performance criterion. In this paper an importance factor, called multi-directional sensitivity measure, defined as the derivative of the performance in the direction of one parameter, in the direction of a group of parameters (failure and repair rates of components for example), or in any direction of the transition rates of a Markovian system is considered. This importance factor proposed for sensitivity analysis of steady state reliability is developed herein for the transient state. It is also extended and applied to the study of the production capacity of multi-state production systems, such as e.g. manufacturing, production lines, which exhibit performances that can settle on different levels depending on the operative conditions of the constitutive components. A simple numerical example is introduced to show why this factor provides an efficient tool to investigate not only the importance of a given component, but also the importance of a class of components, the importance of the maintenance, and, more generally, the effect of the simultaneous change of several design parameters. © 2007 Taylor & Francis Group.",,3,0,,,,undefined,
2-s2.0-52049096261,,,,Safe failures impact on Safety Instrumented Systems,cp,Conference Paper,Langeron Y.,60023736,Université de Technologie de Troyes,Troyes,France,4,"Langeron, Yves;Barros, Anne;Grall, Antoine;Bérenguer, Christophe",16028968700;7102745133;6701840942;6701327188,60023736;60023736;60023736;60023736,2007-12-01,2007,"Proceedings of the European Safety and Reliability Conference 2007, ESREL 2007 - Risk, Reliability and Societal Safety",,12700154723,,Conference Proceeding,1,,,641-648,"This paper deals with continuous Markov models in order to evaluate the impact of safe failures on safety instrumented systems SIS. According to the standard IEC 61508, the main goal is to verify if the probability of failure on demand PFD upon which the safety integrity level SIL is built, and the safe failure fraction SFF, carry enough information to capture completely a SIS behavior. © 2007 Taylor & Francis Group.",,7,0,,,,undefined,
2-s2.0-49949117854,,,,Modelling of stress corrosion cracking with stochastic processes - Application to steam generators,cp,Conference Paper,Blain C.,60029873;60023736,Electricité de France;Université de Technologie de Troyes,Paris;Troyes,France;France,4,"Blain, Christophe;Barros, Anne;Grall, Antoine;Lefebvre, Yannick",58385338900;7102745133;6701840942;7005961740,60023736;60023736;60023736;60029873,2007-12-01,2007,"Proceedings of the European Safety and Reliability Conference 2007, ESREL 2007 - Risk, Reliability and Societal Safety",,21100496126,,Conference Proceeding,3,,,2393-2400,"The stress corrosion cracking (SCC) that appears on different components of nuclear power plants has been studied for many years and its modelling is a very important subject for safety and for the estimation of power plants lifetime (Stutzmann & Nordmann 1996). The application cases studied in this paper for Electricité de France (EDF) concern SCC on the secondary side of steam generator tubing and SCC of primary water tubes of alloy 600 in pressurized water reactors (PWR). The aim of this paper is to investigate the use of stochastic processes to model the initiation times of the cracks and their propagation. The operating feedback data given by EDF indicates that the components are periodically inspected and that one can have for one crack, the inspection date at which the crack is detected for the first time, and the measure of one propagation length (i.e. one degradation increment) after the detection time for each crack or for the largest of them. Hence, this data-set is very poor and makes it difficult (with only one degradation increment) to build a reliable propagation model (Comby 1997). An improvement proposed in this paper is to use the information contained in the detection times of each crack to estimate jointly the initiation/propagation model parameters. Numerical results are obtained with simulated data. © 2007 Taylor & Francis Group.",,28,0,,,,undefined,
2-s2.0-84993692497,10.1243/1748006XJRR31,,,Joint modelling and optimization of monitoring and maintenance performance for a two-unit parallel system,ar,Article,Barros A.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Barros, A.;Grall, A.;Berenguer, C.",7102745133;6701840942;6701327188,60023736;60023736;60023736,2007-03-01,1 March 2007,"Proceedings of the Institution of Mechanical Engineers, Part O: Journal of Risk and Reliability",1748006X,19300157022,17480078,Journal,221,1,,1-11,"This paper proposes a new methodology for optimizing maintenance and monitoring performance. The performance of the monitoring device is modelled classically by receiver operating characteristic (ROC) curves. From a practical point of view, this approach leads to a very simple optimization scheme in which the optimal monitoring technology or structure can be chosen among a finite set of possible ones, on the basis of their impact on the maintenance performance and their own cost. At the same time, the maintenance parameters are optimally tuned to adapt to the current monitoring quality level. Compared with previous work on the subject, this work allows the assessment of a more realistic integration between maintenance or reliability concerns and monitoring ones, owing to comprehensive reliability/maintenance/monitoring performance modelling. © 2008, Institution of Mechanical Engineers. All rights reserved.",condition based maintenance | failure rate process | false alarm | maintenance optimization | monitoring optimization | non-detection | stochastic processes,13,0,,,,undefined,
2-s2.0-56149117513,,,,Sensitivity and importance analysis of Markov models using perturbation analysis: Applications in reliability studies,cp,Conference Paper,Van Do P.,60023736,Université de Technologie de Troyes,Troyes,France,4,"Van Do, P.;Khalouli, S.;Barros, A.;Bérenguer, C.",24066552000;57224280676;7102745133;6701327188,60023736;60023736;60023736;60023736,2006-12-01,2006,"Proceedings of the European Safety and Reliability Conference 2006, ESREL 2006 - Safety and Reliability for Managing Risk",,12800154706,,Conference Proceeding,2,,,1769-1775,"Sensitivity (or importance analysis) has been first defined for ""static systems"", i.e. systems described by combinatorial reliability models (fault or event trees) and several measures, both structural and probabilistic, have been proposed to assess component importance. For dynamic systems including inter-component and functional dependencies (cold spare, shared load, shared resources, ....), and described by Markov models or, more generally, by discrete events dynamic systems models (DEDS), the problem of sensitivity analysis remains widely open. In this paper we propose to use the estimation method developed by Cao in (Cao & Chen 1997) in the framework of Perturbation Analysis, to formalize several sensitivity measures in case of dynamic systems. We show with numerical examples why this method offers a promising tool for steady state sensitivity analysis of Markov Processes in reliability studies. © 2006 Taylor & Francis Group.",,5,0,,,,undefined,
2-s2.0-34250155981,10.1109/RAMS.2006.1677419,,,Optimization of the monitoring device performance for a preventive maintenance policy,cp,Conference Paper,Barros A.,60023736;108920015,Université de Technologie de Troyes;Troyes University of Technology,Troyes;,France;France,3,"Barros, A.;Grall, A.;Bérenguer, C.",7102745133;6701840942;6701327188,108920015-60023736;108920015-60023736;108920015-60023736,2006-12-01,2006,Proceedings - Annual Reliability and Maintainability Symposium,0149144X,19126,,Conference Proceeding,,,1677419,476-480,"The results presented in this paper propose a new methodology to optimize jointly the maintenance and the monitoring performance. Realistic hypothesis on the monitoring performance are taken into account by the use of Receiver Operating Characteristic curves. From a practical point of view, this leads to a very simple optimization scheme, in which the optimal monitoring technology or structure can be chosen among a finite set of possible ones, on the basis of their impact on the maintenance performance and their own cost. In the same time, the maintenance parameters are optimally tuned to adapt the current monitoring quality level. Compared with previous works on the subject [Ref. 1], [Ref. 5], [Ref. 6], [Ref. 7], this work allows us to assess a more realistic connection between maintenance or reliability concerns and monitoring ones, by the integration in the model of real monitoring performance characteristic as R.O.C curves. © 2006 IEEE.",Maintenance optimization | Monitoring performance optimization | Risk informed decision making,0,0,,,,undefined,
2-s2.0-25844508505,10.1016/j.ress.2004.10.017,S0951832005000931,,A maintenance policy for two-unit parallel systems based on imperfect monitoring information,cp,Conference Paper,Barros A.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Barros, Anne;Berenguer, Christophe;Grall, Antoine",7102745133;6701327188;6701840942,60023736;60023736;60023736,2006-02-01,February 2006,Reliability Engineering and System Safety,09518320,13853,,Journal,91,2,,131-136,In this paper a maintenance policy is optimised for a two-unit system with a parallel structure and stochastic dependences. Monitoring problems are taken into account in the optimisation scheme: the failure time of each unit can be not detected with a given probability. Conditions on the system parameters (unit failure rates) and on the non-detection probabilities must be verified to make the optimisation scheme valid. These conditions are clearly identified. Numerical experiments allow to show the relevance of taking into account monitoring problems in the maintenance model. © 2005 Elsevier Ltd. All rights reserved.,Maintenance optimisation | Maintenance policy | Monitoring | Non-detection | Smooth semi-martingale decomposition,44,0,,,,undefined,
2-s2.0-21644447247,10.1016/j.ress.2004.10.011,S0951832004002649,,On the hazard rate process for imperfectly monitored multi-unit systems,cp,Conference Paper,Barros A.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Barros, A.;Bérenguer, C.;Grall, A.",7102745133;6701327188;6701840942,60023736;60023736;60023736,2005-11-01,November 2005,Reliability Engineering and System Safety,09518320,13853,,Journal,90,2-3,,169-176,"The aim of this paper is to present a stochastic model to characterize the failure distribution of multi-unit systems when the current units state is imperfectly monitored. The definition of the hazard rate process existing with perfect monitoring is extended to the realistic case where the units failure time are not always detected (non-detection events). The so defined observed hazard rate process gives a better representation of the system behavior than the classical failure rate calculated without any information on the units state and than the hazard rate process based on perfect monitoring information. The quality of this representation is, however, conditioned by the monotony property of the process. This problem is mainly discussed and illustrated on a practical example (two parallel units). The results obtained motivate the use of the observed hazard rate process to characterize the stochastic behavior of the multi-unit systems and to optimize for example preventive maintenance policies. © 2004 Elsevier Ltd. All rights reserved.",Failure rate | Hazard rate process | Monitoring | Multi-units system | Non-detection,6,0,,,,undefined,
2-s2.0-0742307383,10.1109/TR.2003.821944,,,Optimization of Replacement Times Using Imperfect Monitoring Information,ar,Article,Barros A.,60023736,Université de Technologie de Troyes,Troyes,France,3,"Barros, Anne;Bérenguer, Christophe;Grall, Antoine",7102745133;6701327188;6701840942,60023736;60023736;60023736,2003-12-01,December 2003,IEEE Transactions on Reliability,00189529,17387,,Journal,52,4,,523-534,"We propose a state-based PM policy based on a stopping rule for an imperfectly monitored two-unit parallel system consisting of s-dependent units. The observed failure rate of the system is proposed as an efficient tool to integrate the imperfect monitoring information in the maintenance decision process : the possible nondetection of the failure of a unit and the monitoring quality are explicitly taken into account when optimizing the maintenance decisions. Using classical martingale results, a stochastic cost model is developed to assess the performance of the monitoring-maintenance policy for this system. Numerical experiments show that the PM policy based on the observed failure rate of the system is more robust to defective monitoring information and that it performs better than a policy which discards completely this imperfect information.",Cost model | Imperfect monitoring | Maintenance policy | Observed failure rate | Replacement | Stochastic processes,41,0,,,,undefined,
