affil_name,status,valid_ids,affil_names_valid,invalid_ids,affil_names_invalid,eid,author,affil_city
"Department of Industrial and Enterprise Systems Engineering, University of Illinois at Urbana-Champaign",In HAL (Valid),"175019, 303576, 325015",Department of Industrial and Enterprise Systems Engineering [ISE] | University of Illinois System | University of Illinois at Urbana-Champaign [Urbana] [UIUC],,,2-s2.0-85105213276,Zhonghao Pan,Urbana
"Sustainability Department, John Deere Technology & Innovation Center",Not in HAL,,,,,2-s2.0-85105213276,Jason Wattonville,Moline
Federal University of Lavras,In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85102105133,Bruna Habib Cavazza,"Lavras, Minas Gerais"
"LGI - Laboratoire Génie Industriel, CentraleSupélec/Université Paris-Saclay",In HAL (Valid),"411575, 1042314, 419361, 300024","CentraleSupélec | Sondra, CentraleSupélec, Université Paris-Saclay [SONDRA] | ONERA | Université Paris-Saclay",,,2-s2.0-85102105133,Thais Assis de Souza,Gif-sur-Yvette
"Institute for Industrial Ecology, Pforzheim University of Applied Sciences",In HAL (Valid),470960,Pforzheim University of Applied Sciences,,,2-s2.0-85096422982,Eliane Horschutz Nemoto,Pforzheim
"Laboratory of Industrial Engineering, Sustainable Economy Group, École CentraleSupélec Université Paris-Saclay",In HAL (Valid),"411575, 1042314, 419361, 300024","CentraleSupélec | Sondra, CentraleSupélec, Université Paris-Saclay [SONDRA] | ONERA | Université Paris-Saclay",,,2-s2.0-85096422982,Eliane Horschutz Nemoto,Gif-sur-Yvette
"School of Industrial Engineering, Eindhoven University of Technology",In HAL (Valid),"129015, 4629",School of industrial Engineering [Eindhoven] | Eindhoven University of Technology [Eindhoven] [TU/e],,,2-s2.0-85082961964,Tom Van Woensel,Eindhoven
"EM Normandie, Laboratoire Métis",In HAL (Valid),301735,École de Management de Normandie [EM Normandie],,,2-s2.0-85085993410,Benjamin Legros,Paris
"College of Administrative Sciences and Economics, Koç University",In HAL (Valid),490017,Koç University,,,2-s2.0-85085993410,O. Zeynep Akşin,Sariyer-Istanbul
Essca School of Management,Not in HAL,,,,,2-s2.0-85085976096,Chaaben Kouki,Angers
Kedge Business School,In HAL (Valid),244477,Kedge Business School [Talence],,,2-s2.0-85085976096,M. Zied Babai,Talence
Université Paris-Saclay,In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85085976096,Oualid Jouini,
"Department of Industrial and Enterprise Systems Engineering (ISE), University of Illinois",In HAL (Valid),325015,University of Illinois System,,,2-s2.0-85083190004,Harrison Kim,Urbana-Champaign
"Laboratoire Genie Industriel (LGI), CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85083190004,François Cluzel,Gif-sur-Yvette
"Umr 782 SayFood AgroParisTech-INRAE, Université Paris-Saclay",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85083190004,Gwenola Yannou-Le Bris,
"THIS Institute (The Healthcare Improvement Studies Institute), University of Cambridge",In HAL (Valid),237843,University of Cambridge [UK] [CAM],,,2-s2.0-85068122106,Guillaume Lamé,Cambridge
"Faculty of Industrial Design Engineering, TU Delft",In HAL (Valid),333368,Delft University of Technology [TU Delft],,,2-s2.0-85092635706,Jeremy Faludi,HS Delft
"School of Systems and Enterprises, Stevens Institute of Technology",In HAL (Valid),97475,Stevens Institute of technology,,,2-s2.0-85092635706,Steven Hoffenson,Hoboken
"Department of Strategic Sustainable Development, Blekinge Institute of Technology",In HAL (Valid),328812,Blekinge Institute of Technology [Karlskrona] [BTH],,,2-s2.0-85092635706,Sze Yin Kwok,Karlskrona
"Industrial Engineering, Université Paris-Saclay, CentraleSupélec",In HAL (Valid),"419361, 411575",CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85092635706,Michael Saidani,Paris
"Paris Sud University, RITM, Faculty of Economics, Law and Management",Not in HAL,,,,,2-s2.0-85085767715,Wale Arowolo,Paris Region
"Paris Sud University, RITM, Faculty of Economics, Law and Management, and LGI CentraleSupélec",Not in HAL,,,,,2-s2.0-85085767715,Yannick Perez,Gif Sur Yvette
"RITM, Université Paris-Sud",In HAL (Valid),"1051119, 419361",Réseaux Innovation Territoires et Mondialisation [RITM] | Université Paris-Saclay,,,2-s2.0-85082794948,Icaro Silvestre Freitas Gomes,Sceaux
"LGI, CentraleSupélec",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85082794948,Icaro Silvestre Freitas Gomes,Gif-sur-Yvette
"Université Paris-Saclay, AKKA Technologies, Laboratoire Genie Industriel, Centrale Supélec",In HAL (Valid),"419361, 1043712, 302428, 411575",AKKA Technologies | Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85091661407,Youssef Damak,Gif-sur-Yvette
"Laboratoire Genie Industriel Centrale Supélec, Université Paris-Saclay",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85091661407,Yann Leroy,Gif-sur-Yvette
AKKA Technologies,In HAL (Valid),302428,AKKA Technologies,,,2-s2.0-85091661407,Guillaume Trehard,Guyancourt
"Laboratoire Genie Industriel, CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85078857555,Michael Saidani,
"Laboratoire Génie Industriel, CentraleSupeléc, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85079832095,Reza Vosooghi,Gif-sur-Yvette
"Transport System Planning and Transport Telematics, Technische Universität Berlin",In HAL (Valid),86624,Technical University of Berlin / Technische Universität Berlin [TU],,,2-s2.0-85079832095,Joschka Bischoff,
"Direction de la Recherche / Nouvelles Mobilité (DEA-IRM), Technocentre Renault",In HAL (Valid),"133641, 300520",Technocentre Renault [Guyancourt] | RENAULT,,,2-s2.0-85079832095,Anthony Vouillon,Guyancourt
"School of Mechanical, Materials, Mechatronic and Biomedical Engineering, University of Wollongong",In HAL (Valid),313498,University of Wollongong [Australia],,,2-s2.0-85077458052,Tieling Zhang,Wollongong
"School of Management, Xi’an Jiaotong University",In HAL (Valid),301676,Xi'an Jiaotong University [Xjtu],,,2-s2.0-85076619294,Chao Fang,Xi’an
"Economics and Management School, Wuhan University",In HAL (Valid),300831,Wuhan University [China],,,2-s2.0-85076619294,Piao Dong,Wuhan
"Dipartimento di Ingegneria dell’Informazione, University of Florence",In HAL (Valid),148408,Università degli Studi di Firenze = University of Florence [UniFI],,,2-s2.0-85079116145,Paola Cappanera,Florence
"Department of Industrial and Systems Engineering, University of Wisconsin-Madison",In HAL (Valid),"102736, 44110",University of Wisconsin-Madison | Department of Industrial and Systems Engineering [Wisconsin-Madison] [ISyE],,,2-s2.0-85079116145,Jingshan Li,Madison
"CentraleSupélec, Laboratoire Génie Industriel",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85079116145,Evren Sahin,Paris
Katholieke Universiteit Leuven,In HAL (Valid),300656,Catholic University of Leuven = Katholieke Universiteit Leuven [KU Leuven],,,2-s2.0-85079116145,Nico J. Vandaele,Louvain
"Dipartimento di Ingegneria Industriale, University of Florence",In HAL (Valid),148408,Università degli Studi di Firenze = University of Florence [UniFI],,,2-s2.0-85079116145,Filippo Visintin,Florence
"Université Paris-Saclay, CentraleSupélec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85078308429,Jakob Puchinger,
"Center for Mobility Systems, AIT Austrian Institute of Technology",In HAL (Valid),196396,Austrian Institute of Technology [Vienna] [AIT],,,2-s2.0-85078308429,Alexandra Millonig,
"RITM Lab, University of Paris-Sud 11 (Université Paris-Saclay)",Not in HAL,,,,,2-s2.0-85077145129,Andrew W. Thompson,Sceaux
Lawrence Berkeley National Laboratory,In HAL (Valid),82005,Lawrence Berkeley National Laboratory [Berkeley] [LBNL],,,2-s2.0-85077145129,Andrew W. Thompson,Berkeley
"Laboratoire de Génie Industriel (LGI), Centrale Supélec (Université Paris-Saclay), Bâtiment Bouygues",Not in HAL,,,,,2-s2.0-85077145129,Yannick Perez,Gif sur Yvette
"CentraleSupélec, ESTIA Institute of Technology",In HAL (Valid),"411575, 39415",CentraleSupélec | ESTIA INSTITUTE OF TECHNOLOGY,,,2-s2.0-85102161570,Guy A. Boy,
"Institute for Techno-Economics of Energy Systems (I-tésé), French Alternative Energies and Atomic Energy Commission (CEA), Université Paris Saclay",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85076581420,Olfa Tlili,Gif-sur-Yvette Cedex
"Centrale Supelec, Université Paris Saclay",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85076581420,Olfa Tlili,Gif-sur-Yvette
"Institute of Electrochemical Process Engineering (IEK-3), Forschungszentrum Jülich GmbH",In HAL (Valid),"251883, 300461",Forschungszentrum Jülich GmbH | Centre de recherche de Jülich | Jülich Research Centre [FZJ] | Helmholtz-Gemeinschaft = Helmholtz Association,,,2-s2.0-85076581420,Jochen Linβen,
"Laboratoire Génie Industriel, Centrale Supelec, Paris Saclay University",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85172773847,Fatima Ezzahra Achamrah,
"Laboratory of Industrial Management and Innovation (LIMMII), University Hassan Premier",Not in HAL,,,,,2-s2.0-85172773847,Fouad Riane,
"Université Paris-Saclay, CentraleSupélec, CNRS, Group of Electrical Engineering - Paris",In HAL (Valid),"419361, 441569, 411575",CentraleSupélec | Centre National de la Recherche Scientifique [CNRS] | Université Paris-Saclay,,,2-s2.0-85110950951,Felipe Gonzalez Venegas,Gif-sur-Yvette
"Division for Research & Innovations, Groupe PSA",Not in HAL,,,,,2-s2.0-85110950951,Felipe Gonzalez Venegas,Carrières-sous-Poissy
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85110401801,S. Bolifraud,
Leynaud and Associés,Not in HAL,,,,,2-s2.0-85110401801,S. Bolifraud,
SyRHèse,Not in HAL,,,,,2-s2.0-85110401801,J.-C. Cryonnet,
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85110393652,T.M. Sissoko,
Renault,In HAL (Valid),300520,RENAULT,,,2-s2.0-85110393652,T.M. Sissoko,
Clemson University,In HAL (Valid),379090,Clemson University,,,2-s2.0-85110393652,C.J.J. Paredis,
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85110355671,M. Villanueva,
Orange Labs,In HAL (Valid),365900,Orange Labs,,,2-s2.0-85110355671,M. Villanueva,
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85110339507,J. Stal-Le Cardinal,
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85110295694,I. Iuskevich,
Irt SystemX,In HAL (Valid),363822,IRT SystemX,,,2-s2.0-85110295694,I. Iuskevich,
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85110259390,A.M. Hein,
"Universite Paris-Saclay, Centrale Supelec, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85107311196,Hongping Wang,Gifsur-Yvette
"Mines Paris Tech, PSL Research University, CRC",In HAL (Valid),"54155, 301492",Centre de recherche sur les Risques et les Crises [CRC] | Mines Paris - PSL (École nationale supérieure des mines de Paris),,,2-s2.0-85107311196,Enrico Zio,
University of Illinois,In HAL (Valid),300778,University of Illinois [Springfield],,,2-s2.0-85099594703,M. Saidani,Urbana-Champaign
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85099594703,M. Saidani,
"Institute for Industrial Ecology, Pforzheim University",In HAL (Valid),487694,Pforzheim University,,,2-s2.0-85098252602,Guy Fournier,Pforzheim
"House of Transdisciplinary Studies – HOTSPOT, Pforzheim University",In HAL (Valid),487694,Pforzheim University,,,2-s2.0-85098252602,Adrian Boos,Pforzheim
"Institute for Sustainable Mobility and Energy Storage, Esslingen University of Applied Sciences",Not in HAL,,,,,2-s2.0-85098252602,Ralf Wörner,Esslingen
"Faculty of Management, Esslingen University of Applied Sciences",Not in HAL,,,,,2-s2.0-85098252602,Inna Morozova,Esslingen
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85096967255,N. Fatfouta,
Renault,In HAL (Valid),300520,RENAULT,,,2-s2.0-85096967255,N. Fatfouta,
"Université Paris-Saclay, CentraleSupélec, Laboratoire Génie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85095445599,Sarra Fakhfakh,
Renault Sa,Not in HAL,,,,,2-s2.0-85095445599,Sarra Fakhfakh,
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85095433943,S. Fakhfakh,
Groupe Renault,Not in HAL,,,,,2-s2.0-85095433943,S. Fakhfakh,
"APESA, PTCE",In HAL (Valid),555877,APESA [Pau],,,2-s2.0-85092435073,Benjamin Tyl,Tarnos
"I2M, Université de Bordeaux, CNRS, UMR",In HAL (Valid),"259761, 441569, 577435, 1002421, 1003434, 301962","Institut de Mécanique et d'Ingénierie [I2M] | Université de Bordeaux [UB] | Arts et Métiers Sciences et Technologies | Centre National de la Recherche Scientifique [CNRS] | Institut National de Recherche pour l’Agriculture, l’Alimentation et l’Environnement [INRAE] | Institut Polytechnique de Bordeaux",,,2-s2.0-85092435073,Benjamin Tyl,
"Department of Industrial and Enterprise Systems Engineering, University of Illinois at Urbana-Champaign",In HAL (Valid),"175019, 303576, 325015",Department of Industrial and Enterprise Systems Engineering [ISE] | University of Illinois System | University of Illinois at Urbana-Champaign [Urbana] [UIUC],,,2-s2.0-85092427515,Erik Pan,
John Deere Technology and Innovation Center,Not in HAL,,,,,2-s2.0-85092427515,Andrew Greenlee,Moline
"Budget Our Planet, Incubateur Izarbel (ESTIA 2)",Not in HAL,,,,,2-s2.0-85092426928,Pierre Rebours,Bidart
Federal University of Lavras,In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85091341116,Thais Assis de Souza,Lavras
"CentraleSupélec/Université Paris-Saclay, LGI - Laboratoire Génie Industriel",In HAL (Valid),"411575, 1042314, 419361, 300024","CentraleSupélec | Sondra, CentraleSupélec, Université Paris-Saclay [SONDRA] | ONERA | Université Paris-Saclay",,,2-s2.0-85091341116,Thais Assis de Souza,Gif-sur-Yvette
"Chaire System Science and the Energy Challenge, Laboratoire Génie Industriel, CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85089172472,Daogui Tang,
"Laboratório de Mobilidade Terrestre, Universidade Federal de Lavras",In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85085068149,Fabio Antonialli,"Lavras, MG"
"Laboratorie Génie Industriel, Centrale Supélec/Université Paris-Saclay",Not in HAL,,,,,2-s2.0-85085068149,Fabio Antonialli,"Gif-sur-Yvette, Metz, Rennes"
"Laboratoire Génie Industriel, Centrale Supelec, Paris Saclay University",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85082997575,Fouad Riane,
"Sustainable Engineering Asset Management (SEAM) Research Group, University of Sharjah",In HAL (Valid),350478,American University of Sharjah,,,2-s2.0-85068385497,Sadeque Hamdan,Sharjah
"Vrije Universiteit Amsterdam, Department of Mathematics",In HAL (Valid),62433,Vrije Universiteit Amsterdam [Amsterdam] [VU],,,2-s2.0-85081132832,Siqiao Li,Amsterdam
"Université Paris-Saclay, Laboratoire Genie Industriele",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85081132832,Oualid Jouini,Gif-sur-Yvette
"Research Department, ESTIA Institute of Technology",In HAL (Valid),39415,ESTIA INSTITUTE OF TECHNOLOGY,,,2-s2.0-85076984612,Guy A. Boy,Bidart
"Section 3 (Human Presence and Activity in Air and Space), Air and Space Academy",Not in HAL,,,,,2-s2.0-85076984612,Guy A. Boy,Toulouse
"Université Paris-Est, ESIEE Paris, Département Ing?nierie des systèmes",In HAL (Valid),"302035, 420786",ESIEE Paris | Université Paris-Est Créteil Val-de-Marne - Paris 12 [UPEC UP12],,,2-s2.0-85067818593,Chengbin Chu,Noisy-le-Grand
"Department of Civil and Environmental Engineering, University of California-Davis",In HAL (Valid),"320813, 502729, 471291",University of California [Davis] [UC Davis] | Department of Civil and Environmental Engineering [Univ California Davis] [CEE - UC Davis] | University of California [UC],,,2-s2.0-85069178600,Alissa Kendall,Davis
"IRCCyN, Ecole Centrale de Nantes",In HAL (Valid),"1086798, 1083366",École Centrale de Nantes [Nantes Univ - ECN] | Nantes Université [Nantes Univ],,,2-s2.0-85065447085,Emilie Poirson,Nantes
"Direction de la Recherche/Nouvelles Mobilité (DEA-IRM), Technocentre Renault",In HAL (Valid),"133641, 300520",Technocentre Renault [Guyancourt] | RENAULT,,,2-s2.0-85070507657,Anthony Vouillon,Guyancourt
Ecole Nationale d'Ingénieurs de Tunis,In HAL (Valid),"207896, 300862",Université de Tunis El Manar [UTM] | Ecole Nationale d'Ingénieurs de Tunis [ENIT],,,2-s2.0-85065430130,M. Hasni,
"Centrale Supelec, Université Paris Saclay",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85065430130,Z. Jemai,
Ecole Nationale d'Ingénieurs de Carthage,Not in HAL,,,,,2-s2.0-85065430130,M.S. Aguir,
Kedge Business School,In HAL (Valid),426646,Kedge Business School [Kedge BS],,,2-s2.0-85065430130,M.Z. Babai,
"Laboratoire Genie Industriel, CentraleSupélec",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85063689055,Michael Saidani,Gif-sur-Yvette
"Université Paris Saclay, Laboratoire Génie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85078809061,Selmen Boubaker,Centralesupelec
"Université Paris-Saclay, Sorbonne Université, Univ. Paris-Sud",In HAL (Valid),"419361, 413221",Sorbonne Université [SU] | Université Paris-Saclay,,,2-s2.0-85076707068,Felipe Gonzalez Venegas,Gif-sur-Yvette
Yannick Perez Laboratoire de Génie Industriel CentraleSupélec,Not in HAL,,,,,2-s2.0-85076707068,Yannick Perez,Gif-sur-Yvette
"GeePs Group of Electrical Engineering - Paris, CNRS, CentraleSupélec, Univ. Paris-Sud, Université Paris-Saclay, Sorbonne Université",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85075876051,Felipe Gonzalez Venegas,Gif-sur-Yvette
"Climate Economics Chair, Université Paris-Dauphine",In HAL (Valid),"564132, 300302",Université Paris sciences et lettres [PSL] | Université Paris Dauphine-PSL,,,2-s2.0-85068467409,Quentin Hoarau,Paris
"Laboratoire Genie Industriel, CentraleSupélec, Université Paris-Saclay, Université Paris-Saclay, Chair on Systems Science and the Energy Challenge, Fondation Electricité de France (EDF)",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85067341710,A.F. Abdin,
"Mines ParisTech, PSL Research University, CRC",In HAL (Valid),"54155, 301492",Centre de recherche sur les Risques et les Crises [CRC] | Mines Paris - PSL (École nationale supérieure des mines de Paris),,,2-s2.0-85067341710,E. Zio,
Department of Energy,Not in HAL,,,,,2-s2.0-85067341710,E. Zio,
"Department of Nuclear Energy, Kyung Hee University",In HAL (Valid),305304,Kyung Hee University [KHU],,,2-s2.0-85067341710,E. Zio,
"LS2N, Ecole Centrale de Nantes",In HAL (Valid),"300009, 441569, 1088564, 1088543, 1083366, 1086798, 481355",Nantes université - UFR des Sciences et des Techniques [Nantes univ -  UFR ST] | Centre National de la Recherche Scientifique [CNRS] | École Centrale de Nantes [Nantes Univ - ECN] | Nantes Université [Nantes Univ] | Laboratoire des Sciences du Numérique de Nantes [LS2N] | IMT Atlantique [IMT Atlantique] | Institut National de Recherche en Informatique et en Automatique [Inria],,,2-s2.0-85065788084,Emilie Poirson,Nantes
"Reliability and Risk Engineering Laboratory, Department of Mechanical and Process Engineering, Institute of Energy Technology, ETH Zurich",In HAL (Valid),230229,Department of Mechanical and Process Engineering [Zürich] [D-MAVT],,,2-s2.0-85061657326,Giovanni Sansavini,Zurich
"Mines ParisTech, PSL Research University",In HAL (Valid),"564132, 301492",Université Paris sciences et lettres [PSL] | Mines Paris - PSL (École nationale supérieure des mines de Paris),,,2-s2.0-85061657326,Enrico Zio,Sophia Antipolis
"I-tésé, CEA, DAS, Université Paris Saclay",In HAL (Valid),"300016, 419361, 40104, 92792",Institut Technico-Economie [TECH ECO (ex-ITESE)] | Commissariat à l'énergie atomique et aux énergies alternatives [CEA] | CEA-Direction des Energies (ex-Direction de l'Energie Nucléaire) [CEA-DES (ex-DEN)] | Université Paris-Saclay,,,2-s2.0-85065622063,Olfa Tlili,Gif-sur-Yvette
"Air Liquide, Paris-Saclay Research Center, 1 Chemin de la Porte des Loges",In HAL (Valid),506109,"Air Liquide, Centre de Recherche Claude-Delorme, Paris-Saclay, France.",,,2-s2.0-85065622063,David Frimat,Les Loges-en-Josas
"Laboratoire Genie Industriel, CentraleSupélec, Université Paris-Saclay 3 Rue Joliot Curie",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85065622063,Yannick Perez,Gif-sur-Yvette
"Mechanical Engineering Laboratory, National Engineering School of Monastir, University of Monastir",In HAL (Valid),302159,Université de Monastir - University of Monastir [UM],,,2-s2.0-85048816617,Ibtissem Ernez-Gahbiche,Monastir
"OASIS Laboratory, University of Tunis El Manar",In HAL (Valid),1061809,University of Tunis El Manar,,,2-s2.0-85048816617,Zied Jemai,Le Belvedère
"Industrial Engineering Laboratory, CentraleSupelec, Paris Saclay University",In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85048816617,Zied Jemai,Gif-sur-Yvette
"Univ. Bordeaux, ESTIA",In HAL (Valid),39415,ESTIA INSTITUTE OF TECHNOLOGY,,,2-s2.0-85066622871,Audrey Abi Akle,Bidart
"CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 411575",CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85066622871,Bernard Yannou,Gif-sur-Yvette
"Université Paris-Est, ESIEE Paris, Département Ingénierie des Systèmes",In HAL (Valid),"302035, 420786",ESIEE Paris | Université Paris-Est Créteil Val-de-Marne - Paris 12 [UPEC UP12],,,2-s2.0-85061651814,Chengbin Chu,Noisy-le-Grand
"Laboratory of Reliability and Risk Engineering, Institute of Energy Technology, Department of Mechanical and Process Engineering",In HAL (Valid),230229,Department of Mechanical and Process Engineering [Zürich] [D-MAVT],,,2-s2.0-85058577081,Giovanni Sansavini,Zurich
"Centre for Operational Research, Management Science and Information Systems (CORMSIS), Southampton Business School, University of Southampton",In HAL (Valid),300666,University of Southampton,,,2-s2.0-85049048155,Tolga Bektaş,
"University of Madgeburg, Management Science Group",Not in HAL,,,,,2-s2.0-85049048155,Jan Fabian Ehmke,
"Department of Management Engineering, Technical University of Denmark",In HAL (Valid),302599,Danmarks Tekniske Universitet = Technical University of Denmark [DTU],,,2-s2.0-85049048155,Harilaos N. Psaraftis,
"Laboratoire Genie Industriel, CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85049048155,Jakob Puchinger,
"Department Systems Science and the Energy Challenge, Laboratoire Génie Industriel, Centrale Supélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85065043327,Hongping Wang,Gif-sur-Yvette
"Université Paris-Saclay, Laboratoire Genie Industriel Centralexupélec",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85065029169,Islam F. Abdin,Gif-sur-Yvette
"Department Systems Science and the Energy Challenge, Fondation Electricité",Not in HAL,,,,,2-s2.0-85065029169,Enrico Zio,
"Politecnico de Milano, Department of Energy",Not in HAL,,,,,2-s2.0-85065029169,Enrico Zio,
"Fondation Electricité de France (EDF), CentraleSupélec, Université Paris Saclay, System Science and the Energy Challenge",In HAL (Valid),"419361, 411575",CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85065017076,Daogui Tang,Paris
"Stevens Institute of Technology, School of Systems Enterprises",In HAL (Valid),97475,Stevens Institute of technology,,,2-s2.0-85065017076,Jose Emmanuel Ramirez-Marquez,Hoboken
"Laboratoire Genie Industriel CentraleSupélec, Université Paris-Saclay",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85068405631,Sadeque Hamdan,Gif-sur-Yvette
"Industrial Engineering and Engineering Management, University of Sharjah",In HAL (Valid),350478,American University of Sharjah,,,2-s2.0-85068405631,Ali Cheaitou,Sharjah
"OASIS - ENIT, University of Tunis Elmanar",Not in HAL,,,,,2-s2.0-85068405631,Zied Jemai,
"ECE Department, University of Sharjah",In HAL (Valid),350478,American University of Sharjah,,,2-s2.0-85068405631,Maamar Bettayeb,
"CEIES, King Abdulaziz University",In HAL (Valid),422761,King Abdulaziz University,,,2-s2.0-85068405631,Maamar Bettayeb,
"CNRS SAMOVAR, Telecom SudParis, Université Paris Saclay",In HAL (Valid),"419361, 352124",Télécom SudParis [TSP] | Université Paris-Saclay,,,2-s2.0-85062030065,Danya Bachir,
"LGI, CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85062030065,Jakob Puchinger,
"CNRS LPTMC, Sorbonne Universités UPMC",Not in HAL,,,,,2-s2.0-85062030065,Ghazaleh Khodabandelou,Paris
"Institute for Techno-Economics of Energy Systems (I-tésé), Office of the Atomic Energy and Alternative Energies (CEA), Université Paris Saclay",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85061633318,Olfa Tlili,Gif-sur-Yvette Cedex
"Institute of Electrochemical Process Engineering (IEK-3), Forschungszentrum Jülich GmbH",In HAL (Valid),"251883, 300461",Forschungszentrum Jülich GmbH | Centre de recherche de Jülich | Jülich Research Centre [FZJ] | Helmholtz-Gemeinschaft = Helmholtz Association,,,2-s2.0-85061633318,Martin Robinius,
"Ecole de Management de Normandie, Laboratoire Métis",In HAL (Valid),301735,École de Management de Normandie [EM Normandie],,,2-s2.0-85054737485,Benjamin Legros,Paris
Ecole Nationale d'Ingénieurs de Tunis,In HAL (Valid),"207896, 300862",Université de Tunis El Manar [UTM] | Ecole Nationale d'Ingénieurs de Tunis [ENIT],,,2-s2.0-85044024519,Z. Jemai,
"OASIS, National Engineering School of Tunis, University of Tunis",In HAL (Valid),"1061809, 1060969",National Engineering School of Tunis = Ecole Nationale d'Ingénieurs de Tunis [University of Tunis El Manar] [ENIT] | University of Tunis El Manar,,,2-s2.0-85066308822,Zied Jemai,El Manar Tunis
